geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0009167	purine ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009167	66	22	8.19059720457433	2.68600682593857	7.01815289916308e-06	0.000995301683881309	322549;326977;333997;336425;336957;337583;393559;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000032469;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000079848;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0009144	purine nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009144	58	20	7.19779754341381	2.77862775097093	1.03061775307278e-05	0.00123674130368734	322549;326977;336425;336957;337583;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0009205	purine ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009205	58	20	7.19779754341381	2.77862775097093	1.03061775307278e-05	0.00123674130368734	322549;326977;336425;336957;337583;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0002376	immune system process	http://amigo.geneontology.org/amigo/term/GO:0002376	206	47	25.5645912748835	1.83848040027834	1.5363892381437e-05	0.00154437774633068	30194;30307;30324;30332;30615;30766;58040;58153;64607;84703;114447;140621;140815;280650;282676;321575;325084;326078;326287;334474;336617;337626;352916;373093;387290;393100;393313;393650;393922;402800;405889;406489;415229;436866;449557;553809;558368;558450;565029;570832;571961;692289;767678;791973;792676;799354;100004455	ENSDARG00000055163;ENSDARG00000041959;ENSDARG00000017905;ENSDARG00000036074;ENSDARG00000029072;ENSDARG00000056160;ENSDARG00000026531;ENSDARG00000104808;ENSDARG00000033683;ENSDARG00000095019;ENSDARG00000014986;ENSDARG00000019930;ENSDARG00000053691;ENSDARG00000008107;ENSDARG00000013031;ENSDARG00000029019;ENSDARG00000045513;ENSDARG00000035018;ENSDARG00000069763;ENSDARG00000025436;ENSDARG00000004392;ENSDARG00000036967;ENSDARG00000043972;ENSDARG00000045877;ENSDARG00000045661;ENSDARG00000016239;ENSDARG00000075380;ENSDARG00000041232;ENSDARG00000013307;ENSDARG00000043509;ENSDARG00000057241;ENSDARG00000045999;ENSDARG00000036903;ENSDARG00000044092;ENSDARG00000060679;ENSDARG00000069433;ENSDARG00000057121;ENSDARG00000074533;ENSDARG00000030490;ENSDARG00000000241;ENSDARG00000038643;ENSDARG00000103095;ENSDARG00000060316;ENSDARG00000041041;ENSDARG00000100275;ENSDARG00000055100;ENSDARG00000012881
GO:0016071	mRNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016071	160	39	19.8559932232105	1.96414249146758	1.68140014495943e-05	0.00154437774633068	30471;58024;192325;192331;286774;321220;321860;321994;325550;327069;337487;337866;387600;393229;393282;393475;394053;394074;402966;402989;406251;406824;415206;415211;431768;447922;449540;449554;449992;450021;550234;556024;567424;570205;572785;795398;100004014;100006246;100009659	ENSDARG00000037966;ENSDARG00000077461;ENSDARG00000017423;ENSDARG00000014898;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000097478;ENSDARG00000031907;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000006225;ENSDARG00000018618;ENSDARG00000028976;ENSDARG00000006524;ENSDARG00000007092;ENSDARG00000079578;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000035324;ENSDARG00000011125;ENSDARG00000011740;ENSDARG00000011613;ENSDARG00000103553;ENSDARG00000055903;ENSDARG00000001241;ENSDARG00000018658;ENSDARG00000099667;ENSDARG00000007135;ENSDARG00000014746;ENSDARG00000040443;ENSDARG00000070431;ENSDARG00000028688;ENSDARG00000061177;ENSDARG00000061378;ENSDARG00000063466;ENSDARG00000008188;ENSDARG00000040070;ENSDARG00000004757
GO:0006818	hydrogen transport	http://amigo.geneontology.org/amigo/term/GO:0006818	46	17	5.70859805167302	2.97796408962754	1.68297574920651e-05	0.00154437774633068	325402;326962;326977;336957;337583;393478;393675;394151;406599;436799;494577;554101;554135;559659;566723;569770;100150991	ENSDARG00000092677;ENSDARG00000036577;ENSDARG00000099663;ENSDARG00000011841;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000037860;ENSDARG00000098355;ENSDARG00000017775;ENSDARG00000014313;ENSDARG00000045543;ENSDARG00000038577;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000059128;ENSDARG00000097209
GO:0015992	proton transport	http://amigo.geneontology.org/amigo/term/GO:0015992	46	17	5.70859805167302	2.97796408962754	1.68297574920651e-05	0.00154437774633068	325402;326962;326977;336957;337583;393478;393675;394151;406599;436799;494577;554101;554135;559659;566723;569770;100150991	ENSDARG00000092677;ENSDARG00000036577;ENSDARG00000099663;ENSDARG00000011841;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000037860;ENSDARG00000098355;ENSDARG00000017775;ENSDARG00000014313;ENSDARG00000045543;ENSDARG00000038577;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000059128;ENSDARG00000097209
GO:0030097	hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:0030097	123	32	15.2642947903431	2.09639557146425	2.43124045837817e-05	0.00210707506392775	30307;30324;30332;30615;30766;58040;58153;64607;84703;140621;140815;280650;321575;325084;326078;326287;334474;337626;387290;393100;393650;393922;402800;405889;406489;415229;558368;558450;571961;767678;799354;100004455	ENSDARG00000055163;ENSDARG00000017905;ENSDARG00000036074;ENSDARG00000029072;ENSDARG00000104808;ENSDARG00000033683;ENSDARG00000095019;ENSDARG00000014986;ENSDARG00000019930;ENSDARG00000053691;ENSDARG00000008107;ENSDARG00000013031;ENSDARG00000029019;ENSDARG00000045513;ENSDARG00000069763;ENSDARG00000036967;ENSDARG00000043972;ENSDARG00000045661;ENSDARG00000016239;ENSDARG00000075380;ENSDARG00000041232;ENSDARG00000013307;ENSDARG00000043509;ENSDARG00000044092;ENSDARG00000060679;ENSDARG00000074533;ENSDARG00000030490;ENSDARG00000000241;ENSDARG00000038643;ENSDARG00000060316;ENSDARG00000055100;ENSDARG00000012881
GO:0009161	ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009161	72	22	8.93519695044473	2.46217292377702	3.33455332088839e-05	0.00263864180436641	322549;326977;333997;336425;336957;337583;393559;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000032469;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000079848;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0048534	hematopoietic or lymphoid organ development	http://amigo.geneontology.org/amigo/term/GO:0048534	126	32	15.6365946632783	2.04648139119129	4.09494376681918e-05	0.00263864180436641	30307;30324;30332;30615;30766;58040;58153;64607;84703;140621;140815;280650;321575;325084;326078;326287;334474;337626;387290;393100;393650;393922;402800;405889;406489;415229;558368;558450;571961;767678;799354;100004455	ENSDARG00000055163;ENSDARG00000017905;ENSDARG00000036074;ENSDARG00000029072;ENSDARG00000104808;ENSDARG00000033683;ENSDARG00000095019;ENSDARG00000014986;ENSDARG00000019930;ENSDARG00000053691;ENSDARG00000008107;ENSDARG00000013031;ENSDARG00000029019;ENSDARG00000045513;ENSDARG00000069763;ENSDARG00000036967;ENSDARG00000043972;ENSDARG00000045661;ENSDARG00000016239;ENSDARG00000075380;ENSDARG00000041232;ENSDARG00000013307;ENSDARG00000043509;ENSDARG00000044092;ENSDARG00000060679;ENSDARG00000074533;ENSDARG00000030490;ENSDARG00000000241;ENSDARG00000038643;ENSDARG00000060316;ENSDARG00000055100;ENSDARG00000012881
GO:0009141	nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009141	63	20	7.81829733163914	2.55810173898911	4.1123971488366e-05	0.00263864180436641	322549;326977;336425;336957;337583;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0009199	ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009199	63	20	7.81829733163914	2.55810173898911	4.1123971488366e-05	0.00263864180436641	322549;326977;336425;336957;337583;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0042278	purine nucleoside metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042278	78	23	9.67979669631512	2.37608296140719	4.17606063515263e-05	0.00263864180436641	322549;326977;336425;336957;337583;373884;393559;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;570866;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000051746;ENSDARG00000079848;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000003311;ENSDARG00000041314
GO:0046128	purine ribonucleoside metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046128	78	23	9.67979669631512	2.37608296140719	4.17606063515263e-05	0.00263864180436641	322549;326977;336425;336957;337583;373884;393559;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;570866;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000051746;ENSDARG00000079848;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000003311;ENSDARG00000041314
GO:0009123	nucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009123	73	22	9.05929690808979	2.4284445275609	4.22859263520259e-05	0.00263864180436641	322549;326977;333997;336425;336957;337583;393559;393675;393720;393829;394151;406496;406599;445129;445500;447836;554101;554135;559659;560753;566723;573021	ENSDARG00000071691;ENSDARG00000011841;ENSDARG00000032469;ENSDARG00000011665;ENSDARG00000045514;ENSDARG00000076318;ENSDARG00000079848;ENSDARG00000098355;ENSDARG00000013044;ENSDARG00000010113;ENSDARG00000017775;ENSDARG00000034470;ENSDARG00000014313;ENSDARG00000038608;ENSDARG00000030139;ENSDARG00000014179;ENSDARG00000088383;ENSDARG00000070083;ENSDARG00000078113;ENSDARG00000040988;ENSDARG00000059128;ENSDARG00000041314
GO:0002520	immune system development	http://amigo.geneontology.org/amigo/term/GO:0002520	128	32	15.8847945785684	2.01450511945392	5.71958325843447e-05	0.00343174995506068	30307;30324;30332;30615;30766;58040;58153;64607;84703;140621;140815;280650;321575;325084;326078;326287;334474;337626;387290;393100;393650;393922;402800;405889;406489;415229;558368;558450;571961;767678;799354;100004455	ENSDARG00000055163;ENSDARG00000017905;ENSDARG00000036074;ENSDARG00000029072;ENSDARG00000104808;ENSDARG00000033683;ENSDARG00000095019;ENSDARG00000014986;ENSDARG00000019930;ENSDARG00000053691;ENSDARG00000008107;ENSDARG00000013031;ENSDARG00000029019;ENSDARG00000045513;ENSDARG00000069763;ENSDARG00000036967;ENSDARG00000043972;ENSDARG00000045661;ENSDARG00000016239;ENSDARG00000075380;ENSDARG00000041232;ENSDARG00000013307;ENSDARG00000043509;ENSDARG00000044092;ENSDARG00000060679;ENSDARG00000074533;ENSDARG00000030490;ENSDARG00000000241;ENSDARG00000038643;ENSDARG00000060316;ENSDARG00000055100;ENSDARG00000012881
GO:0006397	mRNA processing	http://amigo.geneontology.org/amigo/term/GO:0006397	130	32	16.1329944938585	1.98351273300079	7.90705541171555e-05	0.00448388269843774	30471;58024;192325;192331;286774;321220;321860;321994;325550;327069;337866;387600;393229;393282;393475;394053;394074;402966;402989;406251;406824;415206;415211;431768;447922;449554;450021;570205;572785;795398;100004014;100006246	ENSDARG00000037966;ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000097478;ENSDARG00000031907;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000006225;ENSDARG00000018618;ENSDARG00000006524;ENSDARG00000007092;ENSDARG00000079578;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000035324;ENSDARG00000011125;ENSDARG00000011740;ENSDARG00000011613;ENSDARG00000103553;ENSDARG00000055903;ENSDARG00000001241;ENSDARG00000018658;ENSDARG00000099667;ENSDARG00000014746;ENSDARG00000070431;ENSDARG00000063466;ENSDARG00000008188;ENSDARG00000040070;ENSDARG00000004757
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	http://amigo.geneontology.org/amigo/term/GO:0000377	76	22	9.43159678102499	2.33258487515718	8.33542296504453e-05	0.00448388269843774	58024;192325;192331;286774;321860;321994;325550;387600;393229;393282;393475;394053;402966;406824;415206;431768;447922;449554;570205;572785;795398;100006246	ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000006225;ENSDARG00000007092;ENSDARG00000079578;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000011125;ENSDARG00000103553;ENSDARG00000055903;ENSDARG00000018658;ENSDARG00000099667;ENSDARG00000014746;ENSDARG00000063466;ENSDARG00000008188;ENSDARG00000040070;ENSDARG00000004757
GO:0000398	mRNA splicing, via spliceosome	http://amigo.geneontology.org/amigo/term/GO:0000398	76	22	9.43159678102499	2.33258487515718	8.33542296504453e-05	0.00448388269843774	58024;192325;192331;286774;321860;321994;325550;387600;393229;393282;393475;394053;402966;406824;415206;431768;447922;449554;570205;572785;795398;100006246	ENSDARG00000077461;ENSDARG00000014898;ENSDARG00000011648;ENSDARG00000045155;ENSDARG00000014244;ENSDARG00000020482;ENSDARG00000006225;ENSDARG00000007092;ENSDARG00000079578;ENSDARG00000069878;ENSDARG00000051902;ENSDARG00000102978;ENSDARG00000011125;ENSDARG00000103553;ENSDARG00000055903;ENSDARG00000018658;ENSDARG00000099667;ENSDARG00000014746;ENSDARG00000063466;ENSDARG00000008188;ENSDARG00000040070;ENSDARG00000004757
GO:0015985	energy coupled proton transport, down electrochemical gradient	http://amigo.geneontology.org/amigo/term/GO:0015985	11	7	1.36509953409572	5.12783121315544	9.21100450738122e-05	0.00463521517145635	326977;336957;393675;394151;406599;554135;559659	ENSDARG00000011841;ENSDARG00000045514;ENSDARG00000098355;ENSDARG00000017775;ENSDARG00000014313;ENSDARG00000070083;ENSDARG00000078113
GO:0015986	ATP synthesis coupled proton transport	http://amigo.geneontology.org/amigo/term/GO:0015986	11	7	1.36509953409572	5.12783121315544	9.21100450738122e-05	0.00463521517145635	326977;336957;393675;394151;406599;554135;559659	ENSDARG00000011841;ENSDARG00000045514;ENSDARG00000098355;ENSDARG00000017775;ENSDARG00000014313;ENSDARG00000070083;ENSDARG00000078113
GO:0030099	myeloid cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0030099	62	19	7.69419737399407	2.46939337223384	0.000109352648367755	0.00533094160792807	30307;30324;30332;30766;58040;58153;64607;84703;140621;280650;321575;325084;326287;405889;415229;558368;571961;767678;100004455	ENSDARG00000055163;ENSDARG00000017905;ENSDARG00000029072;ENSDARG00000104808;ENSDARG00000033683;ENSDARG00000095019;ENSDARG00000019930;ENSDARG00000053691;ENSDARG00000008107;ENSDARG00000029019;ENSDARG00000041232;ENSDARG00000043509;ENSDARG00000044092;ENSDARG00000074533;ENSDARG00000030490;ENSDARG00000000241;ENSDARG00000038643;ENSDARG00000060316;ENSDARG00000012881
